Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Kyrgyz Republic,KGZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,931.457997187948,944.064394122256,1049.98483072137,1056.95211164466,1095.93262805238,993.509724982556,845.709606636806,714.762829974722,571.403996831761,535.043964563196,564.531454061683,611.521285879766,614.989848634769,628.069322847163,654.312311839923,682.624141983275,676.269634182213,716.26425084356,757.374428304605,747.565616648644,762.520116111145,819.806297297808,880.278820143015,894.81795864929,880.037775119109,921.177039121392,904.152349504022,983.00007466258,1002.01557983407,1019.8769713862,1042.2803275725,1070.36894328941,1087.20406151981,
Cambodia,KHM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.987455441144,321.281232629098,341.891413632537,351.282131241205,355.14860588323,362.099750212473,398.28818636601,431.202289963378,453.969017741301,474.941032111551,506.583017849236,549.969766152318,613.133329407254,668.876489417057,726.286982617308,763.508498039057,752.796480639033,785.502282874113,827.777013823179,873.949283306707,922.890205656967,972.742728302532,1024.62136452219,1079.63053900119,1137.82139678947,1205.04094079918,
Kiribati,KIR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,2393.93703678538,2301.8092038506,2540.74651156709,3027.67126987254,4336.13389075522,4503.14543323727,3249.96881796966,3054.18476490993,3040.79865777579,2649.75416759771,2181.00199801528,2080.72744703445,2194.41188582209,2147.02456125756,2214.64367512004,2021.31090370244,1958.12091034833,1732.52629760093,1841.07196486317,1734.89145092919,1683.0576618888,1653.54956739876,1644.09309007685,1637.58192752684,1645.08845348239,1622.80060893809,1625.62526434188,1626.25473875117,1703.8060075498,1648.96379800244,1722.46241840075,1668.40801592887,1702.72019347007,1706.96806630926,1648.28087232712,1695.6838253286,1658.59507721265,1654.05592684939,1582.82972456681,1561.24762121981,1516.81186907787,1514.4979214378,1561.40029843359,1604.2849703894,1571.2303626498,1710.65641002456,1772.93279639374,1753.29559989529,1762.30586135033,
St. Kitts and Nevis,KNA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,4301.0142631201,4493.04483545625,4862.54116946108,5303.47535769714,5416.20565310693,5475.51999935303,5572.55855017501,6107.33519809838,6682.20286910125,7476.82738110586,8051.51992673826,8880.91600899001,9434.14784379841,9917.64906195639,9703.83850195388,10039.0199614172,10607.7227445393,11040.6847082811,11508.6391855457,12066.0925036529,12775.4427529191,12605.3687786369,12893.9423052522,14087.2603847809,14689.5122440714,14863.6659210018,14169.4492662226,14560.4602049021,15790.4474349196,16085.6981019245,15929.7439525574,16819.9607838335,16114.9265490346,15508.616989766,15654.5309882747,15170.7504552898,15846.4614245686,16695.4317783479,16726.6859419936,17058.8514445722,16586.597807503,16942.6664176757,
"Korea, Rep.",KOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,944.292448347173,979.7731906351,988.708897319269,1049.92528857158,1119.57476204333,1169.87963209867,1277.54258864521,1361.84232284895,1506.09415954132,1686.49295552113,1815.0177529679,1965.63873329769,2067.0520475836,2331.9429937378,2509.21949896389,2661.38911078668,2962.75281499353,3275.05015276067,3573.22144745355,3823.00218326617,3699.84991027243,3904.12801351381,4161.98327251673,4644.1437462986,5066.22210707343,5405.35427611252,5952.54901168501,6629.04152192469,7345.92642153515,7784.94135489639,8464.93705011657,9249.38879200146,9719.06200438635,10279.5472758828,11113.5130969854,12055.2312884405,12847.770996661,13481.6261712846,12652.3534853386,13983.4128290361,15104.5215176462,15667.3784594262,16734.8456640213,17136.6615671131,17905.2257914499,18568.3628147064,19427.1898414365,20385.3200379602,20803.5005404023,20843.1348004932,22086.9529193201,22724.7055707813,23123.7613575514,23685.4067110429,24323.5728375795,24870.7708964387,25484.0375903163,26152.0307748563,26761.9413808055,
Kuwait,KWT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41801.25809579,41512.4967611279,40464.8506275862,39178.0043213209,36101.0762636899,36068.1398013458,35145.6173980466,35633.8062501394,41331.3805168436,44759.0697343497,47987.4587143171,49344.5194269623,49578.4971892166,47900.4421983109,41907.010754604,38577.3816572031,39939.9318474037,40287.4084092696,38698.8725418702,37158.7342007925,35969.3493105175,35887.1002017771,33359.4442294776,33112.1304072421,
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3623.75413781678,3756.73689683038,3830.56339083737,3811.55072224992,3992.93853180361,4093.00320010245,4133.77166615474,4206.06091043081,4435.29244090092,4593.36444276303,4784.54227101163,4977.65057910833,5224.89990145319,5569.71035118674,5800.23558998037,5908.38596021417,6132.3046533482,6273.59965477192,6357.12368929726,6619.14430324132,6860.00476827628,6719.04213572364,6564.76524341289,6269.20928514993,6369.34022646637,6466.28975447054,6617.30636560047,6696.01695588635,6619.89185708744,6562.1696571815,6460.25785806712,6556.9294850276,6579.28108338828,6701.00325998594,6887.56693881543,6854.17114687779,6970.88772969668,7203.18503630407,7232.59857798828,7121.51379244881,7282.24596639322,7227.32340701675,7140.58680189536,7146.91814839758,7495.4665348595,7719.46684143464,8032.32155777552,8386.35957413297,8621.74085607297,8357.69365680001,8760.27651189512,9042.3657970863,9182.44197687938,9329.87033326726,9319.41031903391,9216.8599964913,9080.27351540107,9149.33992180531,9195.07594003763,
Lao PDR,LAO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,422.959241865704,432.162177549622,440.574745996754,421.912999772349,401.578166236509,445.487049550732,462.001627182118,468.564034543179,481.304264532372,496.565836632057,523.936682973222,547.974321398575,573.547813812489,600.932234612855,613.324393314807,646.728737335868,672.875388277317,700.278330592421,730.429271297853,763.158775210105,799.41190476348,842.9118834439,900.780853320282,953.092091962223,1010.39066541789,1068.16851075414,1140.59920478703,1213.18469310894,1290.83774819673,1373.81443750225,1456.46765527935,1538.85116913062,1621.73855833524,1706.79323265232,1785.57679801882,
Lebanon,LBN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4310.66107063231,2442.73604396303,3006.4011220893,4310.50974043075,4767.12129466098,5003.81188878993,5159.4759643499,5297.59525730321,5761.1238546418,5745.89960878822,5899.92920538492,5783.97202727955,5716.6588512092,5715.69480633084,5641.09367183125,5549.56082043425,5665.17192603489,5660.58978165366,5683.13383505321,6204.09687784295,6781.60681081716,7388.58736122261,7756.74406876812,7452.83480636987,7190.73794578985,6909.99395507347,6649.21377221184,6400.57906671425,6330.42360672236,6271.2193232913,6249.76665455924,
Liberia,LBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.312359313008,609.677179115426,617.811266028939,424.231862841808,427.21118312232,438.247567042964,457.699212126197,482.124952731092,495.679015083664,501.615734791463,513.445698620224,538.11623500132,564.520844221776,597.381389680455,586.229360784297,571.453129531788,548.268143607989,548.010538342081,541.271324140142,
Libya,LBY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8779.89138318819,8963.66583654145,8667.56366237605,8448.12229969998,9395.76598464741,9660.94817358162,10642.8965689334,11164.8087386679,11699.3143201487,11844.9252400819,11607.1982788564,12064.7806924218,4539.00252138836,10066.5790283158,8649.8984096106,6530.85671467715,5899.89964685628,5669.73394586099,7085.53065888283,7536.7543225873,
St. Lucia,LCA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,3383.23417067453,3676.162226677,3758.55389796096,3622.50457914653,3799.24284080757,3828.56329297637,3966.99178802693,4196.0573070001,4473.55963569355,5029.98790069922,5131.1978306974,5734.37987977875,6137.9628514495,6635.97238623502,6566.93253450927,7000.9407339487,6960.79987554634,6990.47332615417,7026.14082006996,7136.05999419155,6988.90136517928,7325.92587094135,7425.77845061279,7347.20189054359,7031.74933105471,7007.29743081013,7254.33811337505,7719.69830639738,7612.70433234886,7988.32451805783,8043.685620131,8326.2136188372,8099.85613336375,8037.47296712228,8300.60710153915,8225.09460617266,8023.31344571383,8095.0267878478,8076.39221291196,8288.94794560127,8456.58408964463,8485.27171394218,
Latin America & Caribbean,LCN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3679.81442729062,3814.97610355548,3889.85652007365,3882.96278916836,4059.23847312761,4158.16628106681,4217.0275772996,4290.40385079622,4513.8297261663,4677.29011200453,4863.92948372225,5062.33537742976,5295.28536028971,5615.35724185795,5833.87364540529,5912.26927444766,6134.3342084663,6286.59613313804,6387.61684277485,6660.10999038798,6909.20818080529,6784.84564779439,6609.64016109914,6306.090043115,6409.78375942355,6507.72508516897,6664.22757901005,6753.6718494776,6692.9291911962,6656.85623966456,6557.32034929288,6663.05739299473,6711.49068981869,6843.08459525348,7035.98467981239,7024.92364833257,7154.44844599576,7402.64456590602,7450.7674510261,7349.42833660535,7517.77960158524,7478.23314873601,7398.70734258474,7415.52189462992,7784.623191875,8014.33127050758,8333.66621250159,8688.60499889558,8923.65873766332,8655.32730763496,9059.1860460238,9351.10203690468,9506.04380529788,9662.72110889689,9657.08093092953,9566.78272541221,9438.60643950853,9503.07108308707,9555.02356776776,
Least developed countries: UN classification,LDC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,543.125010676449,543.428508097681,537.26960107429,534.297403509497,533.280300687497,529.027953691999,532.864549018668,539.689484058818,539.172990503685,537.187539202865,525.130369648318,519.586307813995,506.66654786614,488.044037340588,478.752369865782,494.196862797363,509.954282882782,521.245080795624,528.482743458322,536.920922585871,545.681570697252,560.335256314725,575.141493879499,591.158058355941,616.523597772923,651.231658432894,685.453335776358,725.774405876477,759.863650078867,776.565667788659,806.059816924725,817.262835562776,837.752067792698,865.116800885767,890.902892295939,905.46226819964,918.318125033269,940.197760133687,957.334819684082,
Low income,LIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,556.072466057542,556.439537351855,563.753005110765,553.94093193603,541.580929746504,526.366329954149,494.058882965204,476.836856414926,464.442363028831,470.612708755786,479.151202747602,482.902053435834,485.444156525144,489.392609510069,489.051730188823,499.235710490868,503.12461234242,511.934008357284,529.024000561277,548.154832824121,563.202665582846,583.015324334648,601.484774882598,616.03552232969,642.002849956505,647.818617284877,653.997553057347,676.992940746059,698.798518190456,701.510118430578,707.463465945256,723.271806801234,739.755788254883,
Liechtenstein,LIE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141200.380010278,,,,,,,,,
Sri Lanka,LKA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,585.908397781922,594.144608237657,594.997143584641,603.854711295873,604.638078834956,619.956846341049,644.19769112527,665.584673170177,700.66746328561,711.839326523356,706.316508812936,689.653708389078,724.407659920064,738.343903626262,769.152137855524,780.184569120162,805.007962402417,835.295004151141,873.448224091714,909.324640074542,946.237096575939,970.90740054859,1003.18624715372,1039.54258679059,1076.14294411984,1107.09725385221,1110.29403799889,1121.95834359921,1132.42034061877,1189.66376817847,1229.48903959224,1269.033731093,1342.36937422317,1404.25008969366,1469.43081286744,1514.94018629128,1602.93581373209,1669.77808555787,1732.37865478839,1825.1425217173,1784.19208006351,1840.26015371354,1933.19270324969,2021.30544898445,2130.12840687652,2275.89172757242,2412.68682818023,2538.08761923669,2609.68801158959,2799.64887619972,3014.57874450509,3286.0075942939,3371.18333653065,3505.55045188616,3647.39342128753,3769.15908857863,3854.24890304144,3936.45024606602,
Lower middle income,LMC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,570.184899887396,577.950721005537,584.361959557554,599.653179434161,622.045557782377,618.092378535088,610.044363672283,606.865142991234,620.450125435063,653.109005387105,691.464692500807,709.628896542943,709.205967638166,726.690472921565,747.466325841664,760.552419180064,785.213887325462,816.33187537074,828.52595526222,822.702559213769,849.361922143565,852.434072801202,850.058893222289,853.364887502412,860.322102685449,870.334748028292,886.106446754093,900.533221308634,934.028625349972,958.406696164006,972.748900050744,965.435920273518,972.415042084124,967.607438247718,974.869836213968,1002.37243158322,1042.07949253597,1061.78032198657,1048.2481472766,1076.10558160386,1102.625663495,1131.91239976469,1164.55110690511,1214.81871126553,1278.27549404276,1340.38494503454,1410.58978364846,1485.67588956351,1529.89442125224,1580.56725538819,1662.4022709265,1718.58487910269,1780.24880104305,1852.54775074556,1928.64109824836,2006.96856106624,2088.54829197549,2173.92101114723,2261.7510736553,
Low & middle income,LMY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,987.043082868833,996.431191465195,1016.83268359528,1040.86373521205,1094.64809874364,1129.23953934621,1150.7113253362,1165.78576320017,1213.99578590976,1276.61355806849,1346.3244870963,1398.53784728971,1453.98807296521,1526.9352716096,1584.23107874803,1613.84012418068,1687.11230410981,1723.47317926938,1737.8206193389,1772.79670561986,1804.5616928055,1798.56463469867,1808.56984338676,1792.15925970277,1832.73102000512,1873.72334161944,1911.66069478145,1959.62830167764,1993.24528532709,2008.59504375027,2011.49487846544,1996.48262918987,1975.47017299119,1993.7561942034,2006.93665389728,2044.60769722506,2108.85326618139,2175.79907600094,2184.96522465165,2221.11750450366,2310.69842589493,2356.0699099975,2423.5695651017,2518.9507578646,2676.89672226223,2825.98354647295,3008.66020583518,3219.83261072164,3355.6677324956,3388.02145312764,3590.25757766763,3754.09191269813,3894.75151955473,4041.86472548615,4166.57638798361,4273.75003462926,4399.58144754772,4555.37156907423,4706.00849518458,
Lesotho,LSO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,261.68255644907,261.680522390871,296.159593734374,321.341030573973,341.040280316632,341.382320126144,332.962560502787,361.436326200266,352.27087216584,349.81907143486,349.439089196298,359.042518043047,350.170671097017,432.284983111461,467.97242778663,394.218153385711,425.771039645834,503.845980319656,578.858620974137,578.480430688808,546.824004797954,535.618399811484,544.641441804411,541.173727800109,556.956032389534,557.848198396943,570.684823881908,562.353347249034,597.769806626398,618.915389265089,642.007420724638,671.445651863239,702.138609903182,710.847947285869,737.535202528033,746.850946604831,774.099649662006,789.001313370843,789.313253573247,784.347607805547,809.50572406004,837.127863265894,845.642714494177,889.231755512001,909.874430153326,946.045952638964,989.12446089368,1038.50298967068,1108.37777541677,1130.5477067052,1199.95176611775,1274.26905909172,1341.94717950908,1361.73290464894,1389.87553217547,1416.83972583234,1451.17891259432,1407.00420859861,1411.67649658701,
Late-demographic dividend,LTE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,943.930020954408,937.506861247361,954.697664590646,967.568140613343,1008.86571201723,1047.92007571752,1089.73595170739,1093.29045829375,1140.95294418918,1224.57022103111,1315.06988853042,1394.53227000013,1477.0769452087,1587.28769060675,1657.2468577304,1706.44977783914,1798.80139791735,1885.75228840028,1957.96606082609,2074.16279686296,2216.42133876128,2182.92119902307,2186.71562151838,2166.76497924558,2289.91990612491,2421.0935951385,2526.99816291741,2635.13787643091,2711.4698906283,2789.99916931906,2757.24851863788,2743.39090255412,2690.57106498479,2749.53050701702,2809.29199371239,2914.23978128493,3010.78708387518,3131.5366307392,3167.78263550986,3270.95921166766,3466.23096006088,3603.01689355981,3776.9508494952,3988.2395573508,4275.19926984809,4553.36227647377,4919.71233085678,5359.60699628073,5673.34399534966,5786.74422038092,6190.86315614125,6566.50580554247,6878.57475922726,7192.80112377607,7477.23058792541,7719.91546209986,7961.52053895825,8283.77927244816,8636.25998909611,
Lithuania,LTU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5316.92720921163,5633.41766548631,6145.78850328733,6652.72592414733,6624.07200383481,6926.43298377427,7439.39267590337,8006.36645577376,8922.30294831572,9614.08255300128,10527.0361259792,11488.661545799,12914.9190230509,13391.3551665114,11534.9068856239,11953.9384416891,12963.7394542286,13642.4298287561,14271.5865601004,14899.7930052265,15346.4229479557,15939.9346737765,16850.9869361482,17708.5280356416,
Luxembourg,LUX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27085.5910045498,27867.7813617243,27902.526144045,28563.7962678035,30467.4524715961,29901.415466526,30015.2442328176,29981.5239181354,31156.3928886315,34096.064877188,35457.2356870127,36057.4546471223,37973.1600733912,40677.9000836538,41842.2231051567,38667.873371793,39452.096330626,40001.8772239667,41557.3053849534,42432.5617392642,42637.3187037731,42277.6014880836,42720.795092929,43986.0801022902,46659.4880833457,47869.4835535897,52413.0509739017,54131.9197754015,58288.7673091733,63380.4729084526,65921.90998701,70667.2384986203,71003.6692255694,72999.7376375169,74763.8711764241,74776.8054086711,74790.0676312781,78075.5305591215,81771.4410450609,87516.4450677464,93462.9248130091,94695.3394019573,97287.5973173005,97678.4604816506,99778.4687961976,101380.77463957,104943.44029687,111968.349501179,108577.352298054,101939.613463932,104965.306078267,105264.748489747,102404.612086023,103721.747066127,105658.519687143,107638.212259787,110162.120814083,109452.960045415,110742.316043137,
Latvia,LVA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159.35149928479,5139.30249202411,5329.84926193159,5864.46211685714,6296.83978944054,6527.81967936843,6959.83008752465,7495.81103614566,8123.04094130297,8893.86829142358,9741.46972752098,10905.2375370411,12314.1001628683,13657.8649170634,13340.2868455751,11631.3369122919,11344.6933695837,12279.2746751094,12946.5198792292,13390.5677632805,13776.1496254124,14342.2545526635,14730.6669692277,15424.6553195973,16268.9532242356,
"Macao SAR, China",MAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,16452.7020328194,17423.9254056742,18134.4237229307,17520.5372874083,17929.0620881966,19654.7749470859,20358.0898320142,20609.4415225901,21540.3826240424,21708.5973600079,24006.0141488727,24713.1099646972,25245.7684431295,25556.1674139429,24940.515559022,24376.3600378029,22792.9141610106,21788.8473818537,22534.8335588191,22648.1093203339,24076.1584009777,26219.0461054444,32428.464523105,34224.803232391,37922.2749860571,42479.6317128333,43006.8305155031,42651.1851257065,52253.1553117325,62122.0181328047,66271.4690733933,71992.1516514218,69580.5624722557,53478.7900860778,52163.1880540344,56423.2850551249,58641.6276638714,
St. Martin (French part),MAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,815.385869059634,875.342926715598,939.434360904669,995.05558270536,1019.25244503847,1053.65237276718,1057.24917012311,1072.58789481063,1109.00160899211,1166.94091544321,1263.88696674158,1309.19140192789,1306.47201566402,1336.04428081072,1351.20645350856,1295.49542205063,1377.41792640078,1363.26531972139,1417.28028300334,1469.19855294405,1571.63602369373,1535.13839765685,1684.40881508868,1699.95537660126,1725.70902219473,1816.8360811585,1747.29830210906,1704.69698509457,1854.4725463792,1727.31137058417,1913.10870491196,1857.72878807582,1966.51339678091,1962.99330768288,1976.0908319556,2095.17395771105,2134.84989789726,2235.41867848331,2315.18666207394,2363.44467623096,2512.86241117781,2571.2644401938,2691.26781170261,2771.04675450926,2839.92516805933,2948.84548976845,2995.45235738661,3087.12349650562,3125.07948072635,3222.05417836739,3212.81539531051,3305.41921976678,3361.22378892073,
Monaco,MCO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,85709.4798549228,89289.3171273198,92157.6887306654,96638.471120322,99348.7926643828,96969.1046205318,99953.8649510255,102362.486172165,105275.471538513,107728.34152279,108106.406312986,107428.562567867,108189.493025868,107650.934020432,107666.431668025,108283.147169041,110140.250255078,112385.291241114,117308.11257717,121875.527175604,124532.065261298,125014.829232435,125692.233150724,123382.602021157,124918.740079009,126396.467876181,126650.002296888,128303.721142935,131637.03925073,134751.944703942,138701.292922393,140325.769890495,140314.23342443,140355.613937628,142333.328061678,143561.24003066,150351.851457283,170376.586694544,169806.048096693,149104.34519063,150585.448911112,159283.656370367,158952.681883076,172130.148247387,182442.054866062,189372.40542778,194188.194943587,186012.483479144,195879.63737503,
Moldova,MDA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.51692094598,1230.31056573186,1255.2083499021,1173.56423295519,1135.81765798392,1162.11834989128,1235.76799162113,1335.24647314524,1427.38653197088,1536.81126718785,1656.09661922454,1740.41957525805,1796.79135837845,1940.63147200451,1826.49786308579,1958.13371987623,2073.25962249971,2061.30330517182,2248.32675504737,2362.1744558996,2355.70094541599,2461.05267582887,2578.49770949695,2668.65769239385,
Madagascar,MDG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,818.823759172531,815.73135053365,814.160982104924,786.920637245243,797.909425654379,774.467621692916,770.50689272121,792.36318883033,824.620806316111,832.934391911676,853.631461166732,863.340443484882,829.191223519604,785.320301125096,778.926249870518,766.784146637007,722.463886269291,718.764867733396,679.90634114099,725.79217963458,710.917976434131,623.735252885311,595.015545975424,583.317779849913,576.484771627428,566.77110385572,561.763160553405,552.600154173272,555.513736878707,561.945717774525,563.047324735075,512.318752835137,503.287221853121,498.67266710184,483.400938929225,476.759801629777,472.037256536611,474.285238518634,477.592659825864,484.350003269345,491.820179431255,505.572591952,428.220040579352,456.135640896368,465.987256827162,473.248379775399,482.709116360594,498.232909248721,516.709609033076,482.338394053801,471.959211584451,466.349178800948,467.435801164311,465.388739884816,468.113000815571,469.942343152975,475.745469212662,481.383083538283,490.09731216025,
Maldives,MDV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599.63773117231,4864.55815797119,5179.96725347503,5472.50832494314,5702.72826638099,5797.6042557965,5434.59971233766,5673.45686156493,6272.3939041638,6467.48160190977,5471.70158271906,6734.42699467905,7087.65368738208,7572.79543550442,6827.64870626618,7076.66242320238,7384.8492111405,7251.67627055564,7436.06179246294,7624.7673782493,7501.54519042946,7631.47187708063,7807.7039970218,8033.32562707311,
Middle East & North Africa,MEA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,3431.36345135035,3724.26069346198,4305.95655382587,4704.09479461063,5322.22523816041,5793.08906456763,6194.83945578686,5878.04642356527,6579.96557445287,6601.08721964649,6103.03498146505,6191.70704611595,5939.13146481402,5833.06065876114,5533.12682981798,5211.90076705835,4983.78854282096,4795.70507615689,4691.36511529679,4557.99070576697,4559.68077524688,4556.49412092843,4976.39147904448,5050.61302117454,5198.20165047746,5219.91167709562,5239.12621356239,5249.39090355578,5385.48669546425,5458.34899839304,5599.39165005747,5589.44918434099,5799.67857571765,5760.24816554324,5743.63629499966,5945.07688372911,6296.7002002491,6484.45180694955,6734.62235345684,6933.74113328585,7091.0546333634,6974.25249982569,7174.09770108722,7286.45544820247,7418.96249692679,7469.90695931961,7540.04459857063,7584.38632047189,7814.75893745795,7792.92893518462,7839.0684733916,
Mexico,MEX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3907.49380113654,3977.12742979403,4035.33436567156,4229.16135167127,4587.85325201625,4762.9471904894,4898.34118637214,5026.51319176675,5332.58044731099,5347.78407225182,5524.27238582021,5561.1818705781,5841.22234055225,6117.58915336606,6287.63486339258,6465.76905274415,6571.2311203849,6618.13903940076,7029.24077076204,7520.98161093569,8016.88474447579,8494.01210071256,8253.44620942392,7784.85918968501,7872.45769659001,7872.01771604416,7470.79268275293,7445.85369014963,7393.10828092979,7548.97667178617,7790.79967323082,7970.14439521028,8104.29107732218,8117.08981623173,8373.51352854788,7717.72153127439,8109.19869834691,8530.35508532051,8835.87554348668,8946.13287719935,9253.96804618644,9088.05331877876,8960.55408647201,8967.02919031783,9190.74159228825,9270.65654228665,9547.33357068323,9622.04795699136,9587.63633933012,8947.74147387305,9271.39823324639,9477.88718509023,9690.86906453233,9693.72296894468,9839.050190896,10037.2014904097,10205.7957531933,10301.357884657,10403.540397147,
Marshall Islands,MHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,2263.74575480207,2270.93364099779,2505.74719322308,2483.86930449729,2220.56746416959,2636.38896192644,2749.11730020775,2834.85764935301,2681.25365859981,2668.50598402837,2608.33426635641,2746.86455745717,2877.60539570828,3023.44406519563,3256.07448657303,2916.21081001374,2732.72994273492,2715.39834636973,2677.75318184774,2696.36531705593,2842.94686320195,2895.92633867092,2791.2496941297,2764.98737464431,2788.13793748739,2781.14904540023,2843.68058543498,2645.83803896903,2680.41238268682,2876.994996984,2846.90704615602,2770.31073689698,2862.14810944611,2823.29482292139,2855.23846403751,2877.71717110534,2977.79656642921,3066.98104378652,
Middle income,MIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1026.36664455812,1038.31823669061,1058.18628500927,1083.67872091602,1141.5623147193,1178.49515898365,1200.92051030711,1217.45778673209,1268.77229673657,1334.82148369623,1409.45775387126,1464.85466353295,1524.70008277051,1602.74012022676,1663.86809982276,1696.81799969824,1776.16057336182,1815.57907393744,1832.07544292469,1869.99412303362,1904.7193776313,1899.15056596241,1911.04515966137,1894.23402482515,1938.57493852365,1983.444341594,2024.67161260426,2077.08357813053,2113.73749222588,2132.02638653456,2137.07465128589,2123.29836045041,2104.287998989,2126.98388015172,2143.94183712207,2186.27699745742,2257.31442967061,2331.68863803644,2343.49919024169,2384.74596136106,2484.76325146348,2536.24888492303,2612.63177147353,2719.49804125632,2894.7098839404,3060.57391100797,3264.24310509405,3499.59921036101,3652.63095111501,3691.88408185331,3918.12185280645,4103.94332165136,4264.32941595814,4430.70309667182,4572.7917660099,4697.76748407113,4843.90089228665,5023.30753156621,5197.86399659101,
North Macedonia,MKD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3853.89786345872,3621.39088690657,3391.53929560656,3145.5410606893,3093.86279083303,3056.98515018825,3083.58774731824,3112.10526891155,3197.33328701845,3315.73591656127,3448.81293076615,3329.89967000978,3369.5985810851,3436.94622646518,3591.26981230634,3755.02475748327,3942.45237464873,4193.00226998039,4418.40669877812,4398.88900268547,4542.89971678317,4645.28160135539,4620.11010552189,4751.13798508142,4919.53989987186,5105.40223505595,5247.25078420924,5256.71104857627,5394.28847819909,
